iso3,country_name,region_lac,year,monetary_poverty,extreme_poverty,labor_informality,social_protection_coverage,gdp_per_capita,female_labor_participation,male_labor_participation,unemployment,gini,social_expenditure,structural_vulnerability_index
ARG,Argentina,Mercosur,2000,30.9,7.3,,,10631.6503639029,,,15.0,51.0,,0.3430447020575945
ARG,Argentina,Mercosur,2001,34.3,10.7,,,10051.9448463043,,,17.322,53.3,,0.6600337202842863
ARG,Argentina,Mercosur,2002,49.1,17.1,,,8861.56199282278,,,19.59,53.8,,1.0466924488375091
ARG,Argentina,Mercosur,2003,33.1,8.2,61.657,,9545.53194119994,,,15.4,51.0,,0.3551207947453118
ARG,Argentina,Mercosur,2004,28.6,6.0,60.403,,10302.4465316428,,,13.522,48.5,,0.0896412328090371
ARG,Argentina,Mercosur,2005,24.5,4.4,58.812,,11099.7509190602,,,11.506,47.8,,-0.1210990118201573
ARG,Argentina,Mercosur,2006,19.9,3.5,56.024,33.33583481559091,11870.2791559298,,,10.078,46.4,,-0.0385275595878297
ARG,Argentina,Mercosur,2007,18.9,2.8,53.73266666666667,,12811.9021206578,,,8.469,46.3,,-0.487839927342139
ARG,Argentina,Mercosur,2008,16.7,2.6,51.14,,13197.3570267029,,,7.837,45.0,,-0.6259352929496279
ARG,Argentina,Mercosur,2009,15.2,2.4,50.513,,12285.3784651865,,,8.645,43.8,,-0.6265199063940562
ARG,Argentina,Mercosur,2010,13.6,1.5,49.336,37.80100707933457,13387.1553748458,,,7.714,43.7,,-0.4049272255850278
ARG,Argentina,Mercosur,2011,11.3,1.2,48.498,42.13772658621863,14040.6189124444,,,7.18,42.7,,-0.533532453921275
ARG,Argentina,Mercosur,2012,10.3,1.3,48.474,41.05498993270294,13754.4254235596,,,7.217,41.4,,-0.5631993248293231
ARG,Argentina,Mercosur,2013,10.4,1.1,48.05,46.36080045147442,13946.0950832252,,,7.1,41.1,,-0.6319877479449733
ARG,Argentina,Mercosur,2014,11.7,1.1,47.444,44.69378723088137,13456.1319159151,,,7.268,41.8,,-0.5776760267309536
ARG,Argentina,Mercosur,2015,1.8,0.9,46.142,,13679.6264980954,,,,,,-1.228770413164719
ARG,Argentina,Mercosur,2016,11.5,1.3,47.775666666666666,52.273354344279,13265.8860639123,47.73333333333333,70.8,8.466666666666667,42.3,,-0.5723286939005289
ARG,Argentina,Mercosur,2017,9.8,1.1,48.563,52.829945242481045,13520.1129846159,48.0,70.9,8.35,41.4,,-0.6178026153151358
ARG,Argentina,Mercosur,2018,12.5,1.6,48.73,52.84679037072543,13058.3285449954,49.525,71.0,9.225,41.7,,-0.5394981712648215
ARG,Argentina,Mercosur,2019,14.9,1.7,49.918,54.26736791120207,12706.3978108968,50.3,71.425,9.85,43.3,,-0.4418475575212528
ARG,Argentina,Mercosur,2020,18.3,2.2,46.981,62.84839349126891,11393.0505957877,46.775,66.375,11.55,42.7,,-0.4399807520447327
ARG,Argentina,Mercosur,2021,14.2,1.4,49.142,54.62341212711929,12549.2811699342,50.5,71.15,8.75,42.4,,-0.5326883437821085
ARG,Argentina,Mercosur,2022,13.9,1.3,51.196,56.63320528058343,13276.8232110189,52.1,71.725,6.825,40.7,,-0.6828175796225411
ARG,Argentina,Mercosur,2023,16.4,1.2,50.445,,12993.0928872416,53.175,72.225,6.125,42.4,,-0.8186482358709875
BHS,Bahamas,Caribbean,2000,,,,,32424.7271786716,,,,,,-2.299352083958036
BHS,Bahamas,Caribbean,2001,,,,,32870.0918307285,,,6.883,,,-1.1832226953715883
BHS,Bahamas,Caribbean,2002,,,,,33374.602685914,,,9.096,,,-0.8838769971495226
BHS,Bahamas,Caribbean,2003,,,,,32559.311554898,,,10.835,,,-0.6267757626584705
BHS,Bahamas,Caribbean,2004,,,,,32444.0739567569,,,10.203,,,-0.7127438678415303
BHS,Bahamas,Caribbean,2005,,,,,33144.7878790275,,,10.17,,,-0.730077048876854
BHS,Bahamas,Caribbean,2006,,,,,33541.850748701,,,7.604,,,-1.0947942468592653
BHS,Bahamas,Caribbean,2007,,,,,33549.3360007274,,,7.853,,,-1.0602243894922545
BHS,Bahamas,Caribbean,2008,,,,,32331.8246135092,,,8.712,,,-0.9184773500131392
BHS,Bahamas,Caribbean,2009,,,,,30581.3342198488,,,14.2,,,-0.120449540716799
BHS,Bahamas,Caribbean,2010,,,,,30657.4319059659,,,,,,-2.232550887755559
BHS,Bahamas,Caribbean,2011,,,,,30492.6738528071,,,14.521,,,-0.0739818906519054
BHS,Bahamas,Caribbean,2012,,,,,31553.4919490645,,,14.7,,,-0.0694149725185666
BHS,Bahamas,Caribbean,2013,,,,,30368.2631244189,,,16.184,,,0.1602249016568717
BHS,Bahamas,Caribbean,2014,,,,,30658.5344563722,,,13.8,,,-0.17769959518222
BHS,Bahamas,Caribbean,2015,,,,,30719.405417469,,,12.0,,,-0.4297455139159956
BHS,Bahamas,Caribbean,2016,,,,,30152.1619246021,,,12.7,,,-0.3210801164932848
BHS,Bahamas,Caribbean,2017,,,,,30974.7477261317,,,9.8,,,-0.7412900011055152
BHS,Bahamas,Caribbean,2018,,,,,31537.2423841956,,,10.0,,,-0.7241414235009878
BHS,Bahamas,Caribbean,2019,,,18.324666666666666,,31117.6299132391,,,9.336,,,-1.3715488525579973
BHS,Bahamas,Caribbean,2020,,,,,24791.6704945106,,,,,,-1.9794312594240129
BHS,Bahamas,Caribbean,2021,,,,,29114.0597726386,,,,,,-2.1709848621607786
BHS,Bahamas,Caribbean,2022,,,,,32186.4575039237,,,,,,-2.290561230361321
BHS,Bahamas,Caribbean,2023,,,,,33009.645615121,,,10.346,,,-0.7031132949184391
BLZ,Belize,Central America,2000,,,,,5663.64632374973,,,,,,-0.2196699528376246
BLZ,Belize,Central America,2001,,,,,5764.99055491104,,,9.066,,,0.1584208415281101
BLZ,Belize,Central America,2002,,,,,5895.15235037898,,,10.038,,,0.280581692117578
BLZ,Belize,Central America,2003,,,,,6274.47428279313,,,,,,-0.3417459773907382
BLZ,Belize,Central America,2004,,,,,6383.07432412662,,,,,,-0.3621990732864585
BLZ,Belize,Central America,2005,,,,,6337.12389222378,,,10.907,,,0.3586093794477315
BLZ,Belize,Central America,2006,,,,,6435.58767337678,,,9.394,,,0.1385559585257943
BLZ,Belize,Central America,2007,,,,,6465.82885846045,,,8.508,,,0.0122813562341485
BLZ,Belize,Central America,2008,,,,,6187.95885023655,,,8.182,,,-0.006975329510345
BLZ,Belize,Central America,2009,,,,39.40864156021436,5997.68447156383,,,,,,0.4244047763693603
BLZ,Belize,Central America,2010,,,,,5937.75398343789,,,,,,-0.2760025277902381
BLZ,Belize,Central America,2011,,,,,5802.24344531492,,,,,,-0.2484860800611741
BLZ,Belize,Central America,2012,,,,,5902.74234696881,,,14.271,,,0.8697631013505964
BLZ,Belize,Central America,2013,,,,,6013.07879895362,,,8.349,,,0.0333841163706107
BLZ,Belize,Central America,2014,,,,,6116.49578852783,,,8.244,,,0.0085880240452324
BLZ,Belize,Central America,2015,,,,,6154.62264230369,,,7.578,,,-0.0879348845302484
BLZ,Belize,Central America,2016,,,,,6012.21296983668,,,7.0,,,-0.1545385987866357
BLZ,Belize,Central America,2017,,,,,5767.61921963762,,,6.596,,,-0.1860918057619482
BLZ,Belize,Central America,2018,19.7,1.0,,,5707.61059954436,,,9.346,39.9,,-0.4742679381237396
BLZ,Belize,Central America,2019,,,,,5864.14611827109,,,9.053,,,0.1464461352373969
BLZ,Belize,Central America,2020,,,,,5006.48453276935,,,,,,-0.0726688490960442
BLZ,Belize,Central America,2021,,,,,5839.40157956017,,,,,,-0.2560947550341236
BLZ,Belize,Central America,2022,,,,,6262.56088273674,,,,,,-0.3394807645059902
BLZ,Belize,Central America,2023,,,,,6165.69414825936,,,,,,-0.3209009528218219
BOL,Bolivia,Andean,2000,58.8,28.3,70.449,,2014.19024658446,,,4.79,61.6,5.163201,0.8408104317618946
BOL,Bolivia,Andean,2001,54.2,22.3,75.06266666666667,,2013.84581083123,,,5.242,57.4,5.703603,0.7330009532010708
BOL,Bolivia,Andean,2002,56.4,23.9,77.69033333333333,,2029.66993638623,,,5.476,59.3,5.660199,0.8611672545182654
BOL,Bolivia,Andean,2003,2.0,2.8,,,2050.07133411879,,,,,5.452737,-0.2805263964006905
BOL,Bolivia,Andean,2004,49.3,13.2,87.722,,2099.990810637,,,4.167,55.0,5.260069,0.684687133756504
BOL,Bolivia,Andean,2005,49.5,18.7,95.818,,2156.18670325307,,,5.446,58.5,5.112132,0.9683817060103096
BOL,Bolivia,Andean,2006,44.6,15.9,96.148,16.136440341084544,2221.42722587103,,,5.08,56.7,4.702574,1.1003221009616035
BOL,Bolivia,Andean,2007,42.7,12.1,84.26,58.35292352532348,2283.4273357151,,,5.175,54.5,4.673997,0.5180513593321704
BOL,Bolivia,Andean,2008,36.6,10.6,85.941,73.4405123074005,2383.2503257823,,,2.603,50.8,5.570034,0.1152831161227122
BOL,Bolivia,Andean,2009,31.9,10.0,84.162,79.0830860787868,2422.57579390007,,,2.973,49.2,,-0.021949232917721
BOL,Bolivia,Andean,2010,1.5,2.1,,,2481.40700850945,,,,,5.690256,-0.405770191439664
BOL,Bolivia,Andean,2011,25.3,6.9,83.36066666666666,76.47872746647344,2568.5205166368,,,2.255,46.1,5.203293,-0.1908140399181772
BOL,Bolivia,Andean,2012,25.9,7.9,82.126,76.75464046304259,2657.23884915853,,,2.066,46.6,5.502495,-0.2020138031273003
BOL,Bolivia,Andean,2013,23.6,6.8,80.434,,2793.51457098676,,,2.437,47.6,5.619174,-0.057489308272662
BOL,Bolivia,Andean,2014,22.6,5.6,85.215,78.05819733424697,2900.90241586338,,,2.021,47.8,5.89436,-0.1935969389121834
BOL,Bolivia,Andean,2015,23.0,6.2,83.99566666666666,76.41797730389118,2996.01289811344,,,3.111,46.7,5.455759,-0.1750598264609643
BOL,Bolivia,Andean,2016,23.7,7.2,76.249,84.33253487291003,3077.57057564766,57.525,78.375,3.9,45.2,4.671842,-0.3303597320868628
BOL,Bolivia,Andean,2017,23.1,6.4,79.117,83.02119193320962,3160.16421228968,59.650000000000006,78.675,4.05,44.6,4.26922,-0.3103098670390891
BOL,Bolivia,Andean,2018,21.3,4.7,80.701,83.6148726327525,3204.53670819124,64.0,80.525,3.825,42.6,4.485278,-0.3848158546955501
BOL,Bolivia,Andean,2019,17.8,3.1,81.494,77.99288503826286,3207.3869521223,66.625,82.325,3.875,41.6,,-0.3790000144569445
BOL,Bolivia,Andean,2020,19.5,4.2,82.744,97.98707902544464,2765.0927177231,60.05,77.0,8.0,43.6,,-0.2577957584876995
BOL,Bolivia,Andean,2021,17.1,3.1,48.825,96.93773151043015,3011.55110807557,71.425,84.8,5.325,40.9,,-0.8196357133928691
BOL,Bolivia,Andean,2022,18.5,3.3,84.316,,3088.24126155241,71.975,85.025,3.65,41.2,,-0.2362305844732191
BOL,Bolivia,Andean,2023,16.5,2.8,83.882,,3122.77049447823,72.775,84.525,3.175,42.1,,-0.2576391724539258
BRA,Brazil,Mercosur,2000,36.7,38.2,,,6817.78345634413,,,,,10.96853,-0.2022357184767552
BRA,Brazil,Mercosur,2001,50.3,17.5,,,6823.0331851176,,,10.649,58.4,10.856402,0.7143866202956325
BRA,Brazil,Mercosur,2002,49.8,16.2,,,6944.62257593723,,,10.641,58.1,12.145024,0.6898569727896456
BRA,Brazil,Mercosur,2003,50.9,17.1,,,6941.43965883253,,,11.168,57.6,11.382122,0.7176664693172062
BRA,Brazil,Mercosur,2004,49.5,15.3,,,7258.78101654079,,,10.072,56.5,11.660975,0.564333121034031
BRA,Brazil,Mercosur,2005,47.5,13.7,,,7409.56827992249,,,10.551,56.3,11.9341,0.5600347110515442
BRA,Brazil,Mercosur,2006,43.7,11.4,,53.93266904566549,7622.03919432148,,,9.692,55.6,12.463725,0.4022880581729263
BRA,Brazil,Mercosur,2007,41.2,10.8,,,8003.2532101272,,,9.28,54.9,12.305542,0.3157848232718071
BRA,Brazil,Mercosur,2008,38.2,9.1,,,8330.76364001877,,,8.268,54.0,12.311703,0.1600162402863237
BRA,Brazil,Mercosur,2009,36.3,8.4,48.768,45.46017543282019,8246.09612122851,,,9.419,53.7,13.259948,0.1566774942964433
BRA,Brazil,Mercosur,2010,33.4,35.0,,,8792.63334959864,,,,,12.704682,-0.4293824850307123
BRA,Brazil,Mercosur,2011,32.2,7.1,44.96266666666667,45.34388025434349,9067.99212019529,,,7.578,52.9,12.597099,-0.0385008475003013
BRA,Brazil,Mercosur,2012,30.4,6.4,43.967666666666666,46.37658170762023,9167.49818450433,,,7.251,53.4,13.01822,-0.0744119224053135
BRA,Brazil,Mercosur,2013,27.9,5.4,42.897666666666666,,9366.73824670239,,,7.071,52.7,13.404829,-0.3150989818931807
BRA,Brazil,Mercosur,2014,26.4,4.8,43.466,,9338.34170840985,,,6.755,52.0,13.677855,-0.3632519985416894
BRA,Brazil,Mercosur,2015,27.4,5.4,43.506,53.80871122511761,8936.1955889444,,,8.538,51.9,14.359083,-0.148256635854847
BRA,Brazil,Mercosur,2016,29.1,6.5,36.911,50.7489056580992,8577.84277969667,,,11.58,53.4,15.235757,0.0205043764850891
BRA,Brazil,Mercosur,2017,29.3,7.0,38.194,50.48702781919558,8628.25209645723,,,12.792,53.3,15.655878,0.0893144628021191
BRA,Brazil,Mercosur,2018,28.7,6.9,38.691,50.93405409529911,8722.33529970988,,,12.329,53.9,15.591291,0.079190456630705
BRA,Brazil,Mercosur,2019,28.0,7.0,38.913,50.53351683524416,8771.43950372603,,,11.936,53.5,15.66848,0.0487832617454128
BRA,Brazil,Mercosur,2020,20.8,2.8,36.73,69.14613372009393,8435.01046209185,,,13.697,48.9,20.878606,-0.2410782324255033
BRA,Brazil,Mercosur,2021,30.6,7.5,38.276,52.55207514555197,8799.22844579944,,,13.158,52.9,,0.0827148497567949
BRA,Brazil,Mercosur,2022,25.3,4.9,37.634,52.26328363751848,9032.08377657776,,,9.231,52.0,,-0.1750038116858832
BRA,Brazil,Mercosur,2023,23.3,3.8,37.035,,9288.02594608687,,,7.947,51.6,,-0.4137391677618846
BRB,Barbados,Caribbean,2000,,,,,21523.3992235883,,,9.347,,,-0.5874803418612137
BRB,Barbados,Caribbean,2001,,,,,20985.2828573064,,,9.85,,,-0.5022888512818602
BRB,Barbados,Caribbean,2002,,,,,21012.5595449081,,,10.32,,,-0.4375596179808724
BRB,Barbados,Caribbean,2003,,,,,21338.1720739511,,,10.997,,,-0.3523709652409282
BRB,Barbados,Caribbean,2004,,,,,21516.1662922098,,,,,,-1.8105359690793863
BRB,Barbados,Caribbean,2005,,,,,22250.0263806215,,,,,,-1.8505104854668504
BRB,Barbados,Caribbean,2006,,,,,23487.4418767503,,,,,,-1.9150190585722828
BRB,Barbados,Caribbean,2007,,,,,23862.135352962,,,,,,-1.9338832025450068
BRB,Barbados,Caribbean,2008,,,,,23887.7289633459,,,,,,-1.935160898338075
BRB,Barbados,Caribbean,2009,,,,,22572.5926053677,,,10.0,,,-0.5248370891203161
BRB,Barbados,Caribbean,2010,,,,,21982.1839041348,,,10.7,,,-0.4114838349453793
BRB,Barbados,Caribbean,2011,,,,,21842.8635599786,,,,,,-1.8284974514154737
BRB,Barbados,Caribbean,2012,,,,,21036.3003366556,,,,,,-1.7836527283090389
BRB,Barbados,Caribbean,2013,,,,,20609.6076272963,,,11.546,,,-0.2551541324489675
BRB,Barbados,Caribbean,2014,,,,,20713.7670210437,,,12.3,,,-0.1530743336359419
BRB,Barbados,Caribbean,2015,,,,,20424.2087530019,,,9.803,,,-0.4926887247358822
BRB,Barbados,Caribbean,2016,15.8,1.7,61.90766666666666,,20684.7801825176,,,8.247,34.1,,-0.9686601597037242
BRB,Barbados,Caribbean,2017,,,,,20788.7046543161,,,8.62,,,-0.66810368564227
BRB,Barbados,Caribbean,2018,,,,,20483.9550976366,,,8.321,,,-0.7009740727499344
BRB,Barbados,Caribbean,2019,,,,,20494.3871602646,,,8.41,,,-0.6888736748725488
BRB,Barbados,Caribbean,2020,,,,,17519.837062872,,,,,,-1.5656363548118497
BRB,Barbados,Caribbean,2021,,,,,17475.0281776857,,,11.015,,,-0.2308368955078932
BRB,Barbados,Caribbean,2022,,,,,20472.9494048647,,,7.261,,,-0.848384738543533
BRB,Barbados,Caribbean,2023,,,,,21068.2610447067,,,6.54,,,-0.9659514287996492
CHL,Chile,Southern Cone,2000,44.5,8.6,,,8465.35303258864,,,10.399,52.8,,0.3239120789817793
CHL,Chile,Southern Cone,2001,2.9,1.2,,,8632.0148244056,,,,,,-1.1166580839092823
CHL,Chile,Southern Cone,2002,2.9,1.3,,,8810.69052712257,,,,,,-1.128867780174325
CHL,Chile,Southern Cone,2003,43.2,7.9,,,9130.7842621819,,,9.7,51.5,,0.181503769578565
CHL,Chile,Southern Cone,2004,2.6,1.1,,,9642.37478651228,,,,,,-1.189491362873587
CHL,Chile,Southern Cone,2005,2.5,1.0,,,10104.4208391373,,,,,,-1.219674435745668
CHL,Chile,Southern Cone,2006,32.0,3.3,,89.68931195953672,10611.6144012877,,,7.402,47.7,,-0.5774613600461893
CHL,Chile,Southern Cone,2007,2.2,0.9,,,11051.3450717678,,,,,,-1.2799270428682767
CHL,Chile,Southern Cone,2008,2.2,0.9,,,11356.0922105983,,,,,,-1.2961381337817914
CHL,Chile,Southern Cone,2009,27.6,2.6,,90.44321191104542,11116.4093443103,,,10.341,47.4,,-0.483654788985026
CHL,Chile,Southern Cone,2010,2.2,0.8,42.099,,11649.2897090856,,,8.547,,,-0.8255928544975952
CHL,Chile,Southern Cone,2011,23.5,1.7,39.869,83.43314396254902,12252.8441074615,,,7.492,46.9,,-0.7404006124515915
CHL,Chile,Southern Cone,2012,1.8,0.5,38.467,,12882.834417927,,,6.79,,,-1.0362414954295236
CHL,Chile,Southern Cone,2013,14.4,0.8,38.457,88.54116212147619,13182.7329619856,,,6.361,46.8,,-0.9404331866994072
CHL,Chile,Southern Cone,2014,1.3,0.4,38.895,,13285.9540361192,,,6.761,,,-1.0468454815684418
CHL,Chile,Southern Cone,2015,11.7,0.7,39.007,87.72247426631937,13433.9202987032,,,6.605,45.3,,-0.9838321373808824
CHL,Chile,Southern Cone,2016,1.1,0.3,39.547,,13505.097711133,48.5,71.75,6.7,46.5,,-0.9227099713641568
CHL,Chile,Southern Cone,2017,9.0,0.5,52.48333333333333,92.41743129360728,13473.3458532934,49.075,71.75,7.0,45.3,,-0.8969226854554343
CHL,Chile,Southern Cone,2018,0.9,0.3,28.133,,13763.0068844795,49.575,71.05,7.2,45.9,,-1.0568179282295458
CHL,Chile,Southern Cone,2019,0.9,0.3,28.066,,13630.5935435578,49.775,70.3,7.2,45.9,,-1.0553050393608454
CHL,Chile,Southern Cone,2020,11.3,1.7,25.83,77.74088598696862,12679.024004022,46.625,68.65,11.35,47.0,,-0.7443435384298009
CHL,Chile,Southern Cone,2021,0.5,0.1,27.354,,14051.4713630677,46.975,69.05,9.225,43.2,,-1.055236464146455
CHL,Chile,Southern Cone,2022,6.1,0.6,27.355,85.58610474921852,14283.1489501524,50.325,70.65,8.175,43.0,,-1.1273653374180552
CHL,Chile,Southern Cone,2023,0.7,0.4,27.355,,14280.3475638842,52.4,71.675,8.875,43.5,,-1.0663679505828705
COL,Colombia,Andean,2000,65.4,23.9,,,4016.80951748167,,,20.523,58.4,,1.7331704137445278
COL,Colombia,Andean,2001,71.5,29.6,,,4020.50789754842,,,15.04,57.3,,1.3730295457599049
COL,Colombia,Andean,2002,62.5,21.2,,,4058.28493578738,,,14.481,56.0,,1.1719966206614625
COL,Colombia,Andean,2003,63.3,19.8,,,4154.17528523618,,,13.221,53.6,,0.9825095243491028
COL,Colombia,Andean,2004,62.4,19.2,,,4311.91591255233,,,12.736,55.0,,0.987904088157894
COL,Colombia,Andean,2005,59.1,16.8,,,4457.27537460443,,,11.062,53.9,,0.7759848002391199
COL,Colombia,Andean,2006,11.0,12.5,71.569,,4694.03442939175,,,,,,-0.1626700084891755
COL,Colombia,Andean,2007,11.0,13.0,67.078,,4947.25260813108,,,10.252,,,0.0180701078976274
COL,Colombia,Andean,2008,53.2,16.3,66.839,,5048.57187245249,,,10.52,55.3,,0.6291078118811371
COL,Colombia,Andean,2009,52.2,15.1,68.763,,5046.97121757727,,,11.319,54.3,8.01076,0.6526736262650392
COL,Colombia,Andean,2010,50.0,13.3,68.069,52.303389936501134,5214.24547620131,,,11.153,54.6,7.818227,0.5862485933129422
COL,Colombia,Andean,2011,47.0,11.3,67.371,51.59690511188665,5517.1011086899,,,10.288,53.5,7.895202,0.4798023254775002
COL,Colombia,Andean,2012,46.3,12.7,66.953,48.86409617093772,5675.75617978305,,,9.959,52.6,8.219974,0.4484562236933427
COL,Colombia,Andean,2013,44.1,11.8,65.045,,5910.80592301166,,,9.246,52.6,8.223277,0.3224724643366011
COL,Colombia,Andean,2014,41.9,10.9,63.429,65.67668140249768,6121.83982019825,,,8.799,52.5,8.449039,0.1545811737378716
COL,Colombia,Andean,2015,41.3,10.2,63.208,36.25845193849383,6248.51490534512,,,8.572,51.0,8.766335,0.3590325405998316
COL,Colombia,Andean,2016,41.4,10.1,62.419,34.44578212347652,6316.07067782542,57.925,81.025,8.9,50.6,8.541981,0.3701672515727164
COL,Colombia,Andean,2017,41.0,9.5,62.192,33.62927684746593,6309.67745292518,57.725,80.775,9.1,49.7,8.956186,0.3558701814663234
COL,Colombia,Andean,2018,41.1,9.8,62.421,32.53500693888912,6353.5464285392,56.95,80.55,9.35,50.4,8.674244,0.3993353293060859
COL,Colombia,Andean,2019,41.8,11.3,61.95,31.535999639393065,6439.96359812647,56.25,79.775,10.2,51.3,8.618016,0.4719530867630064
COL,Colombia,Andean,2020,48.6,15.8,63.563,31.810316783793063,5891.955232154031,50.45,76.05,15.4,53.5,,0.8599426042900085
COL,Colombia,Andean,2021,44.0,11.2,63.242,41.45667732296547,6457.16921807086,49.025,75.2,13.85,55.1,,0.6894036613924678
COL,Colombia,Andean,2022,40.2,9.3,58.150000000000006,40.982231793662535,6856.72590505374,51.325,76.425,10.875,54.8,,0.4558158922495356
COL,Colombia,Andean,2023,39.1,8.6,56.506,,6828.59753791113,52.175,76.6,9.825,53.9,,0.2186778311610664
CRI,Costa Rica,Central America,2000,41.4,9.8,,,7726.51985682031,,,,47.4,5.530752,-0.2005353111987781
CRI,Costa Rica,Central America,2001,32.1,7.6,,,7854.2339580182,,,6.051,51.5,5.608459,-0.1549610420137676
CRI,Costa Rica,Central America,2002,31.8,6.6,,,7989.55926102157,,,6.396,51.8,5.483438,-0.1264587962588433
CRI,Costa Rica,Central America,2003,30.4,6.9,,,8207.45746763047,,,6.654,49.3,5.361566,-0.2407357230905687
CRI,Costa Rica,Central America,2004,32.2,6.6,,,8445.52914945791,,,6.445,48.4,5.22419,-0.2821718963278934
CRI,Costa Rica,Central America,2005,29.6,5.0,,,8655.33965418585,,,6.749,47.5,5.103722,-0.3370182339497536
CRI,Costa Rica,Central America,2006,29.4,5.2,,,9160.29437453236,,,5.926,49.3,4.942818,-0.3356408869622996
CRI,Costa Rica,Central America,2007,24.3,3.1,,,9779.51149389818,,,4.557,49.3,5.074179,-0.5089090060408116
CRI,Costa Rica,Central America,2008,23.3,3.4,,70.16919455841956,10104.9092039691,,,4.934,48.6,5.227416,-0.5376146312090228
CRI,Costa Rica,Central America,2009,22.8,3.6,,72.6779393323244,9883.67567046297,,,7.824,50.6,5.922335,-0.3340890563432648
CRI,Costa Rica,Central America,2010,18.8,2.2,37.852,67.15197564698727,10285.0856660419,,,7.171,48.0,6.089683,-0.5955888908813801
CRI,Costa Rica,Central America,2011,19.8,2.7,37.072,67.9458180662888,10612.4694861141,,,9.518,48.8,6.067275,-0.4770060449316244
CRI,Costa Rica,Central America,2012,18.4,2.6,39.113,67.33135389881234,11001.5192856576,,,9.11,48.4,6.228293,-0.4996213929533244
CRI,Costa Rica,Central America,2013,18.4,2.6,40.871,,11151.1437869768,,,8.218,49.2,6.454435,-0.5248649980622198
CRI,Costa Rica,Central America,2014,18.3,2.4,41.22,66.63172788804337,11422.6735793176,,,8.499,48.6,6.450303,-0.5033144092341494
CRI,Costa Rica,Central America,2015,17.5,2.4,42.052,72.0125786163522,11714.7105980732,,,8.415,48.4,6.570734,-0.5651374681918792
CRI,Costa Rica,Central America,2016,17.0,2.4,40.161,73.20826287430918,12084.4351325634,44.275,72.32499999999999,9.525,48.7,6.64408,-0.544459417440542
CRI,Costa Rica,Central America,2017,15.8,1.7,40.73,74.5477403549112,12468.5654531709,44.55,72.95,9.075,48.3,,-0.5989314786181131
CRI,Costa Rica,Central America,2018,16.5,2.3,40.919,73.9639081102486,12679.5253643016,46.875,74.325,10.3,48.0,,-0.5414688948483434
CRI,Costa Rica,Central America,2019,16.7,1.7,41.847,73.5669364898356,12877.650101079,50.575,74.375,11.75,48.2,7.71174,-0.4571209635642503
CRI,Costa Rica,Central America,2020,23.3,3.4,40.016,82.9141614841962,12242.2098908533,48.125,72.225,19.625,49.2,9.039073,-0.1055355397697929
CRI,Costa Rica,Central America,2021,17.8,2.2,41.315,71.03818526547559,13146.6927918465,48.675,71.825,16.45,48.7,,-0.2021676268744857
CRI,Costa Rica,Central America,2022,17.1,1.6,39.869,70.89552439601428,13686.1614090822,48.4,71.27499999999999,12.25,47.2,,-0.4668322429172507
CRI,Costa Rica,Central America,2023,15.3,1.5,37.102,,14318.8389652137,42.275,68.4,8.9,46.7,,-0.7059393254524658
CUB,Cuba,Caribbean,2000,,,,,4112.26168350671,,,5.447,,6.426875,-0.1446257419227375
CUB,Cuba,Caribbean,2001,,,,,4229.90309433356,,,4.079,,6.544643,-0.3520915291320091
CUB,Cuba,Caribbean,2002,,,,,4277.39565642359,,,3.311,,7.093672,-0.465780682240871
CUB,Cuba,Caribbean,2003,,,,,4426.96599591833,,,2.325,,7.061622,-0.6236811342133152
CUB,Cuba,Caribbean,2004,,,,,4670.18802138025,,,1.854,,7.247375,-0.7211980161377659
CUB,Cuba,Caribbean,2005,,,,,5182.35283601732,,,1.95,,9.175734,-0.7698328115111466
CUB,Cuba,Caribbean,2006,,,,,5799.41163668615,,,1.913,,8.938282,-0.8420319461500924
CUB,Cuba,Caribbean,2007,,,,,6215.76603727772,,,1.788,,8.390568,-0.9007715816491216
CUB,Cuba,Caribbean,2008,,,,,6469.08507847668,,,1.583,,9.274861,-0.9531477388813614
CUB,Cuba,Caribbean,2009,,,,,6561.25305093006,,,1.67,,9.135676,-0.9494534678241912
CUB,Cuba,Caribbean,2010,,,,,6716.49048497058,,,2.5,,8.664474,-0.8477130891468335
CUB,Cuba,Caribbean,2011,,,,,6902.16397571139,,,3.175,,7.885909,-0.7698901586426438
CUB,Cuba,Caribbean,2012,,,,,7109.24834185635,,,3.498,,7.30917,-0.7424911563390325
CUB,Cuba,Caribbean,2013,,,,,7307.82004410741,,,3.288,,7.203557,-0.7881760643734887
CUB,Cuba,Caribbean,2014,,,,,7392.48324633027,,,2.7,,6.929429,-0.876989464423394
CUB,Cuba,Caribbean,2015,,,,,7727.91997207998,,,2.4,,6.467584,-0.9452458972102856
CUB,Cuba,Caribbean,2016,,,,,7774.0698462623,,,2.0,,6.346394,-1.0045417401728098
CUB,Cuba,Caribbean,2017,,,,,7927.27769431767,,,1.7,,6.152337,-1.057982817918783
CUB,Cuba,Caribbean,2018,,,,,8120.43123558256,,,1.7,,6.199174,-1.0723294058611854
CUB,Cuba,Caribbean,2019,,,,,8124.75282059108,,,,,6.876552,-0.6497621746323629
CUB,Cuba,Caribbean,2020,,,,,7252.28811179844,,,,,,-0.514364941404497
CUB,Cuba,Caribbean,2021,,,,,7379.04275283674,,,,,,-0.5350167891398485
CUB,Cuba,Caribbean,2022,,,,,7552.33152218842,,,,,,-0.5626835391721782
